CustomerID,ObservationItems,ObservationDistinctItems,ObservationMaxItem,BasketNum,SumExp,AvgExp
13801.0,23,23,23,1,324.79999999999995,324.79999999999995
13802.0,66,57,28,6,3906.2700000000004,651.0450000000001
13803.0,17,17,17,1,277.07000000000005,277.07000000000005
13804.0,137,124,41,7,2635.79,376.5414285714286
13805.0,13,10,7,2,924.5999999999999,462.29999999999995
13806.0,10,10,10,1,256.38,256.38
13807.0,7,7,7,1,112.6,112.6
13808.0,76,70,27,5,1747.6599999999999,349.532
13809.0,12,11,12,1,155.05,155.05
13810.0,36,32,20,4,899.51,224.8775
13811.0,14,7,6,4,591.75,147.9375
13812.0,36,33,20,3,539.0,179.66666666666666
13813.0,71,54,20,5,1353.41,270.682
13814.0,58,37,31,3,1562.12,520.7066666666666
13815.0,177,132,83,5,4014.9100000000008,802.9820000000002
13816.0,33,27,17,4,555.0400000000001,138.76000000000002
13817.0,24,20,15,2,382.98,191.49
13819.0,36,26,13,3,1140.35,380.1166666666666
13821.0,59,51,42,2,385.63999999999993,192.81999999999996
13822.0,96,90,91,2,632.0,316.0
13823.0,40,39,26,2,957.66,478.83
13824.0,46,34,14,5,1698.9399999999996,339.7879999999999
13826.0,12,11,10,2,174.65,87.325
13827.0,93,83,33,3,412.05,137.35
13828.0,15,15,15,1,209.49000000000004,209.49000000000004
13829.0,1,1,1,1,-102.0,-102.0
13831.0,74,58,53,6,2202.99,367.16499999999996
13832.0,4,3,3,2,40.949999999999996,20.474999999999998
13833.0,29,28,29,1,384.7999999999999,384.7999999999999
13835.0,55,48,21,4,834.5700000000002,208.64250000000004
13837.0,19,17,10,2,271.24,135.62
13838.0,174,144,55,4,691.73,172.9325
13841.0,1,1,1,1,85.0,85.0
13842.0,206,155,41,9,3385.6200000000003,376.18000000000006
13844.0,20,20,20,1,361.62,361.62
13845.0,9,9,9,1,312.98,312.98
13846.0,58,56,28,4,847.6100000000001,211.90250000000003
13848.0,5,3,3,3,1255.0,418.3333333333333
13849.0,101,97,63,2,1537.9499999999998,768.9749999999999
13850.0,94,93,93,2,1586.8099999999995,793.4049999999997
13851.0,81,77,52,3,2651.4600000000005,883.8200000000002
13853.0,24,23,23,2,1056.94,528.47
13854.0,114,39,8,29,8025.02,276.7248275862069
13856.0,17,10,7,5,363.4,72.67999999999999
13858.0,11,11,11,1,216.16999999999996,216.16999999999996
13859.0,28,27,28,1,201.16,201.16
13860.0,77,58,24,6,1239.9999999999998,206.66666666666663
13862.0,142,97,27,10,2187.31,218.731
13863.0,22,20,20,2,299.56,149.78
13865.0,30,26,10,4,501.55999999999995,125.38999999999999
13866.0,7,7,7,1,145.67,145.67
13867.0,61,51,30,3,1015.29,338.43
13870.0,118,91,34,10,2751.25,275.125
13871.0,338,155,44,14,6389.800000000001,456.41428571428577
13873.0,24,21,9,4,381.70000000000005,95.42500000000001
13874.0,18,18,18,1,540.45,540.45
13875.0,104,79,24,5,1786.79,357.358
13876.0,7,7,7,1,122.69999999999999,122.69999999999999
13877.0,3,3,3,1,117.24000000000001,117.24000000000001
13878.0,36,35,36,1,1281.53,1281.53
13880.0,165,125,25,13,3219.77,247.67461538461538
13881.0,180,72,19,22,16989.519999999997,772.250909090909
13882.0,66,54,22,6,1131.28,188.54666666666665
13883.0,155,110,48,9,2538.7500000000005,282.08333333333337
13884.0,60,45,36,6,781.3000000000001,130.21666666666667
13885.0,28,28,23,2,506.80000000000007,253.40000000000003
13886.0,16,16,16,1,243.56000000000003,243.56000000000003
13887.0,19,19,19,1,349.54999999999995,349.54999999999995
13888.0,40,38,20,2,605.6300000000001,302.81500000000005
13889.0,15,15,15,1,416.9,416.9
13890.0,114,74,19,14,1860.8600000000001,132.91857142857143
13892.0,27,26,21,4,632.97,158.2425
13893.0,21,21,21,1,821.1,821.1
13894.0,30,25,15,5,535.97,107.194
13895.0,119,97,38,5,2588.12,517.624
13897.0,17,17,17,1,311.15999999999997,311.15999999999997
13898.0,12,12,12,1,155.93,155.93
13899.0,19,19,15,2,388.52000000000004,194.26000000000002
13900.0,43,42,26,3,740.95,246.98333333333335
13901.0,149,144,77,5,2867.2000000000007,573.4400000000002
13904.0,26,24,17,2,332.63999999999993,166.31999999999996
13908.0,126,104,46,5,2347.05,469.41
13911.0,148,120,30,9,2580.9100000000003,286.76777777777784
13914.0,34,28,17,3,613.95,204.65
13917.0,18,16,13,2,272.03999999999996,136.01999999999998
13918.0,30,30,22,2,1212.84,606.42
13919.0,33,24,16,3,350.15999999999997,116.71999999999998
13922.0,7,7,7,1,172.24999999999997,172.24999999999997
13923.0,20,20,20,1,351.13000000000005,351.13000000000005
13924.0,137,91,39,11,1682.0800000000002,152.91636363636366
13925.0,45,28,25,6,616.65,102.77499999999999
13926.0,11,11,11,1,223.85000000000002,223.85000000000002
13927.0,21,21,21,1,348.99,348.99
13928.0,27,23,8,4,464.57000000000005,116.14250000000001
13929.0,10,8,7,3,802.85,267.6166666666667
13930.0,17,15,10,2,337.3399999999999,168.66999999999996
13931.0,59,56,38,3,1230.9300000000007,410.31000000000023
13932.0,16,16,16,1,307.4,307.4
13933.0,23,23,14,2,608.79,304.395
13934.0,31,31,31,1,922.0999999999997,922.0999999999997
13936.0,27,26,26,2,361.28,180.64
13937.0,9,9,9,1,158.85,158.85
13938.0,7,7,7,1,71.66,71.66
13939.0,46,43,22,4,556.75,139.1875
13940.0,49,39,15,4,839.14,209.785
13941.0,47,24,11,7,4912.410000000001,701.7728571428572
13946.0,11,11,5,3,561.5699999999999,187.18999999999997
13947.0,5,5,5,1,90.6,90.6
13948.0,3,3,3,1,101.99999999999999,101.99999999999999
13949.0,160,124,43,6,2427.32,404.55333333333334
13950.0,36,33,12,5,728.56,145.712
13951.0,39,38,20,3,674.4499999999999,224.81666666666663
13952.0,138,120,93,3,3246.091,1082.0303333333334
13953.0,20,8,8,7,3515.6800000000003,502.24000000000007
13954.0,30,24,13,3,378.59,126.19666666666666
13955.0,33,33,22,2,322.96000000000004,161.48000000000002
13956.0,152,123,55,5,1026.42,205.28400000000002
13958.0,5,5,5,1,-102.45,-102.45
13959.0,92,79,58,3,598.2,199.4
13960.0,12,11,8,2,230.22,115.11
13962.0,11,11,7,2,169.55,84.775
13963.0,35,35,13,4,664.54,166.135
13967.0,2,2,2,1,80.7,80.7
13971.0,158,118,24,11,2702.2199999999993,245.65636363636358
13972.0,15,15,9,2,190.25000000000003,95.12500000000001
13973.0,11,11,11,1,264.7,264.7
13974.0,28,28,28,1,413.59,413.59
13975.0,340,240,117,7,2503.2299999999996,357.60428571428565
13976.0,10,10,10,1,357.9800000000001,357.9800000000001
13978.0,15,14,14,2,196.79,98.395
13979.0,54,54,54,1,869.8700000000001,869.8700000000001
13980.0,11,11,11,1,200.14000000000001,200.14000000000001
13982.0,115,72,38,5,1861.1099999999997,372.2219999999999
13983.0,112,91,34,13,2590.46,199.26615384615386
13984.0,17,14,5,6,488.03,81.33833333333332
13985.0,353,108,46,16,7024.530000000002,439.0331250000001
13986.0,13,12,13,1,320.46000000000004,320.46000000000004
13988.0,239,188,68,9,4098.8,455.4222222222222
13989.0,41,33,23,2,1266.08,633.04
13990.0,16,16,16,1,311.3,311.3
13991.0,86,58,32,7,850.63,121.51857142857143
13992.0,5,5,5,1,76.8,76.8
13993.0,125,66,22,12,3409.6600000000003,284.1383333333334
13994.0,155,122,75,6,2313.14,385.5233333333333
13995.0,87,55,28,6,1383.49,230.58166666666668
13999.0,212,102,24,15,3865.260000000001,257.6840000000001
14000.0,16,15,15,2,633.71,316.855
14001.0,40,35,15,4,2030.33,507.5825
14002.0,47,47,33,2,529.73,264.865
14004.0,171,102,34,7,4582.64,654.6628571428572
14005.0,84,53,30,5,2874.7200000000003,574.9440000000001
14006.0,30,22,13,3,962.1899999999999,320.72999999999996
14009.0,44,42,24,3,685.93,228.64333333333332
14012.0,11,11,11,1,328.8,328.8
14013.0,34,30,15,3,473.02,157.67333333333332
14014.0,39,39,39,1,505.18000000000006,505.18000000000006
14015.0,20,20,20,1,917.34,917.34
14016.0,162,154,45,5,4328.46,865.692
14019.0,68,37,25,4,1398.96,349.74
14020.0,39,37,21,2,642.8,321.4
14021.0,22,22,15,3,631.9,210.63333333333333
14022.0,28,28,28,1,440.0,440.0
14023.0,31,30,16,2,584.07,292.035
14024.0,16,16,13,2,327.7,163.85
14027.0,6,6,6,1,104.82000000000002,104.82000000000002
14029.0,15,15,9,2,467.65999999999997,233.82999999999998
14030.0,243,210,58,8,2360.09,295.01125
14031.0,258,121,26,23,14634.64,636.2886956521739
14032.0,152,53,20,18,2929.8400000000006,162.7688888888889
14034.0,92,82,64,4,512.02,128.005
14035.0,66,41,28,5,1428.02,285.604
14036.0,38,38,38,1,626.6499999999999,626.6499999999999
14037.0,28,27,26,2,147.20000000000005,73.60000000000002
14038.0,93,64,45,4,1554.48,388.62
14039.0,6,6,6,1,152.2,152.2
14040.0,241,147,53,15,3542.1899999999996,236.146
14041.0,21,21,21,1,141.41,141.41
14044.0,209,165,72,4,652.82,163.205
14045.0,6,4,3,4,1659.75,414.9375
14046.0,14,14,14,1,154.98999999999998,154.98999999999998
14047.0,34,22,12,7,1290.0100000000002,184.2871428571429
14048.0,88,84,85,2,375.1299999999999,187.56499999999994
14050.0,54,49,37,2,746.36,373.18
14051.0,215,52,15,26,15477.340000000002,595.2823076923078
14052.0,56,56,56,1,225.35999999999993,225.35999999999993
14053.0,4,2,3,2,260.25,130.125
14054.0,6,6,6,1,92.46,92.46
14055.0,10,10,10,1,725.6400000000001,725.6400000000001
14057.0,291,179,58,18,6147.400000000001,341.52222222222224
14059.0,8,8,8,1,183.59999999999997,183.59999999999997
14060.0,203,86,22,20,6135.379999999999,306.76899999999995
14062.0,111,60,21,12,10464.850000000002,872.0708333333336
14064.0,82,59,26,7,1188.32,169.76
14066.0,7,7,7,1,152.55,152.55
14067.0,52,51,27,2,374.70000000000005,187.35000000000002
14068.0,24,22,24,1,265.85,265.85
14071.0,333,271,85,9,1307.41,145.26777777777778
14073.0,14,13,13,2,139.54,69.77
14075.0,43,33,18,3,942.26,314.08666666666664
14076.0,46,43,46,1,122.46999999999997,122.46999999999997
14077.0,42,33,20,5,499.41999999999996,99.88399999999999
14078.0,65,46,13,6,1049.37,174.89499999999998
14079.0,12,12,12,1,375.09999999999997,375.09999999999997
14080.0,4,4,4,1,45.599999999999994,45.599999999999994
14081.0,156,126,84,4,904.6699999999997,226.16749999999993
14082.0,29,28,29,1,182.24999999999997,182.24999999999997
14083.0,181,162,72,9,1018.4300000000001,113.1588888888889
14085.0,451,272,47,19,4435.79,233.46263157894737
14087.0,70,62,69,2,181.67,90.835
14089.0,14,13,14,1,161.0,161.0
14090.0,1,1,1,1,76.32000000000001,76.32000000000001
14092.0,217,117,28,17,4063.1000000000004,239.0058823529412
14093.0,105,95,105,1,442.8499999999999,442.8499999999999
14098.0,21,21,21,1,147.34999999999997,147.34999999999997
14099.0,252,167,40,12,3092.9700000000003,257.7475
14100.0,26,24,26,1,194.9,194.9
14101.0,35,15,12,6,5976.789999999999,996.1316666666665
14102.0,84,35,36,8,1314.7299999999998,164.34124999999997
14104.0,21,21,19,2,216.21,108.105
14105.0,76,74,74,2,1260.3300000000002,630.1650000000001
14107.0,124,61,28,8,2688.48,336.06
14108.0,35,33,18,3,594.1600000000001,198.05333333333337
14109.0,14,9,9,2,80.19999999999999,40.099999999999994
14110.0,157,94,32,13,5669.649999999999,436.126923076923
14111.0,11,10,5,5,688.6,137.72
14112.0,173,117,43,12,2774.1700000000005,231.18083333333337
14113.0,40,26,14,8,1377.92,172.24
14114.0,15,15,11,2,386.53000000000003,193.26500000000001
14116.0,72,61,19,5,1382.7400000000002,276.54800000000006
14117.0,3,3,3,1,90.0,90.0
14119.0,1,1,1,1,-19.9,-19.9
14121.0,161,148,68,6,2740.2999999999997,456.71666666666664
14124.0,5,4,5,1,419.58000000000004,419.58000000000004
14125.0,167,159,84,3,2740.4300000000003,913.4766666666668
14126.0,16,14,12,4,643.6300000000001,160.90750000000003
14127.0,44,39,20,3,709.71,236.57000000000002
14128.0,46,40,24,2,637.5,318.75
14129.0,52,31,16,5,1123.86,224.772
14130.0,67,66,67,1,483.85999999999996,483.85999999999996
14132.0,201,100,24,12,3580.1299999999997,298.34416666666664
14133.0,30,26,16,5,590.34,118.06800000000001
14135.0,134,95,23,15,4690.3099999999995,312.6873333333333
14138.0,47,40,33,2,982.3800000000002,491.1900000000001
14139.0,26,26,26,1,415.81999999999994,415.81999999999994
14140.0,67,60,40,3,920.0499999999998,306.6833333333333
14141.0,46,28,16,6,879.0300000000001,146.50500000000002
14142.0,22,22,22,1,311.81000000000006,311.81000000000006
14143.0,7,7,7,1,115.8,115.8
14145.0,12,6,4,5,3148.2,629.64
14146.0,245,183,73,6,2949.57,491.595
14147.0,6,4,3,3,468.40000000000003,156.13333333333335
14148.0,3,3,3,1,157.2,157.2
14149.0,40,28,28,3,259.43000000000006,86.47666666666669
14150.0,26,23,14,2,658.6400000000001,329.32000000000005
14152.0,50,47,29,3,611.0899999999999,203.69666666666663
14154.0,52,52,33,2,1345.62,672.81
14155.0,6,6,6,1,118.75,118.75
14157.0,49,45,39,3,400.4300000000001,133.47666666666672
14158.0,41,41,41,1,507.66000000000014,507.66000000000014
14161.0,108,87,57,3,1110.52,370.17333333333335
14162.0,25,25,13,2,289.36,144.68
14163.0,52,36,17,4,2445.91,611.4775
14164.0,29,28,28,2,1631.7700000000002,815.8850000000001
14165.0,25,23,25,1,122.53999999999999,122.53999999999999
14167.0,52,27,18,4,574.84,143.71
14171.0,58,57,58,1,363.78999999999996,363.78999999999996
14173.0,29,28,12,4,450.84000000000003,112.71000000000001
14174.0,26,26,26,1,134.46,134.46
14175.0,164,139,90,7,3108.06,444.00857142857143
14176.0,32,28,16,5,574.0,114.8
14177.0,43,37,20,5,554.46,110.89200000000001
14178.0,327,191,69,7,1620.9299999999998,231.56142857142854
14179.0,165,135,125,2,719.7799999999997,359.8899999999999
14180.0,248,112,17,31,4640.770000000001,149.70225806451617
14184.0,24,24,24,1,452.89,452.89
14185.0,3,3,3,1,197.65,197.65
14188.0,71,34,12,10,2018.91,201.89100000000002
14189.0,277,176,27,24,4604.3099999999995,191.84624999999997
14191.0,263,146,36,14,4660.01,332.85785714285714
14193.0,42,35,23,2,853.3899999999999,426.69499999999994
14194.0,604,269,49,32,11216.750000000004,350.5234375000001
14195.0,8,7,5,3,962.6999999999999,320.9
14196.0,6,6,6,1,335.52,335.52
14198.0,44,35,12,7,663.5,94.78571428571429
14199.0,2,2,2,1,185.39999999999998,185.39999999999998
14201.0,39,32,7,9,688.0399999999998,76.44888888888887
14204.0,44,36,44,1,161.02999999999997,161.02999999999997
14205.0,39,35,14,4,218.78000000000003,54.69500000000001
14206.0,21,21,20,2,308.25999999999993,154.12999999999997
14208.0,10,10,10,1,151.73999999999998,151.73999999999998
14209.0,88,55,19,7,2067.13,295.30428571428575
14210.0,103,66,22,7,1900.8899999999999,271.55571428571426
14211.0,118,87,24,13,2208.3,169.8692307692308
14212.0,9,9,9,1,1070.48,1070.48
14214.0,70,64,37,7,1000.2299999999999,142.89
14215.0,109,98,37,7,1777.9200000000003,253.98857142857148
14216.0,59,47,30,4,1839.2999999999997,459.82499999999993
14217.0,107,78,10,24,1925.3599999999997,80.22333333333331
14218.0,12,12,12,1,169.48000000000002,169.48000000000002
14219.0,7,7,7,1,89.94,89.94
14220.0,21,21,11,2,632.4000000000001,316.20000000000005
14221.0,194,123,39,10,3427.8500000000004,342.785
14222.0,41,41,41,1,683.17,683.17
14223.0,61,50,21,4,975.2299999999999,243.80749999999998
14224.0,118,105,41,4,1050.12,262.53
14226.0,73,64,24,7,2201.6399999999994,314.5199999999999
14227.0,183,117,46,15,3315.71,221.04733333333334
14229.0,43,29,20,5,1450.5999999999997,290.11999999999995
14231.0,54,47,19,5,822.0600000000001,164.412
14232.0,118,81,47,8,2043.9299999999996,255.49124999999995
14233.0,36,30,15,5,1447.51,289.502
14235.0,80,65,30,6,3093.86,515.6433333333333
14236.0,15,15,12,2,490.86000000000007,245.43000000000004
14237.0,9,9,9,1,161.00000000000003,161.00000000000003
14238.0,8,8,8,1,146.85,146.85
14239.0,116,83,22,13,2323.5000000000005,178.73076923076925
14240.0,42,37,32,2,890.3400000000003,445.17000000000013
14241.0,10,10,10,1,213.70000000000002,213.70000000000002
14242.0,16,13,8,2,280.54999999999995,140.27499999999998
14243.0,148,99,23,14,2535.8800000000006,181.13428571428577
14245.0,112,107,67,5,1677.4799999999998,335.496
14246.0,75,57,26,3,1474.0600000000002,491.3533333333334
14247.0,20,19,20,1,136.77,136.77
14248.0,8,8,8,1,302.58,302.58
14250.0,111,94,74,3,1904.0500000000006,634.6833333333335
14251.0,78,37,36,5,2879.7000000000007,575.9400000000002
14256.0,54,51,32,3,935.06,311.68666666666667
14257.0,107,89,39,6,3087.2700000000004,514.5450000000001
14258.0,112,58,31,10,12650.08,1265.008
14259.0,5,5,5,1,120.0,120.0
14261.0,52,52,45,2,1163.4499999999998,581.7249999999999
14262.0,143,87,27,8,2618.2299999999996,327.27874999999995
14264.0,19,17,12,3,319.47,106.49000000000001
14265.0,31,31,16,2,530.1800000000001,265.09000000000003
14267.0,66,25,25,7,1279.09,182.72714285714284
14270.0,29,29,29,1,492.6499999999999,492.6499999999999
14271.0,10,10,10,1,112.32000000000002,112.32000000000002
14272.0,33,33,25,2,437.96000000000004,218.98000000000002
14273.0,29,22,11,4,559.97,139.9925
14276.0,75,52,24,5,1019.3899999999999,203.878
14280.0,8,8,8,1,134.04,134.04
14282.0,156,70,21,15,3729.34,248.62266666666667
14284.0,34,24,19,3,578.45,192.8166666666667
14285.0,27,18,16,4,1910.0100000000002,477.50250000000005
14287.0,11,10,5,4,151.23,37.8075
14288.0,17,16,16,2,413.85,206.925
14289.0,47,33,19,6,911.26,151.87666666666667
14290.0,103,90,33,6,2307.45,384.575
14291.0,238,145,52,12,3873.3,322.77500000000003
14292.0,108,67,23,14,4819.33,344.23785714285714
14293.0,61,51,21,4,1046.5599999999997,261.63999999999993
14295.0,7,7,5,2,154.7,77.35
14297.0,64,49,26,6,1284.06,214.01
14299.0,162,94,52,18,2855.35,158.63055555555556
14300.0,3,3,3,1,43.2,43.2
14301.0,16,13,13,2,632.04,316.02
14304.0,27,25,17,2,197.10000000000002,98.55000000000001
14305.0,110,96,62,5,1803.7600000000002,360.75200000000007
14306.0,35,33,26,3,2083.4199999999996,694.4733333333332
14307.0,180,150,48,6,2995.72,499.28666666666663
14309.0,123,75,20,10,2319.6800000000003,231.96800000000002
14311.0,27,20,20,2,229.70999999999998,114.85499999999999
14312.0,87,74,29,6,1611.5900000000001,268.59833333333336
14314.0,8,8,8,1,120.0,120.0
14315.0,104,64,33,7,2456.9799999999996,350.9971428571428
14317.0,24,24,24,1,508.58,508.58
14320.0,42,29,23,3,343.1100000000001,114.37000000000005
14321.0,123,111,29,5,1530.7500000000002,306.15000000000003
14323.0,41,32,19,4,574.26,143.565
14326.0,9,8,8,2,166.85,83.425
14327.0,12,12,12,1,311.65000000000003,311.65000000000003
14329.0,269,218,76,14,4928.740000000001,352.0528571428572
14331.0,28,27,24,2,462.65999999999997,231.32999999999998
14332.0,26,22,14,3,866.31,288.77
14333.0,19,15,15,2,351.45,175.725
14334.0,163,98,25,9,2539.46,282.1622222222222
14335.0,63,55,42,2,468.26,234.13
14336.0,90,77,31,4,1614.9099999999999,403.72749999999996
14338.0,34,30,30,4,554.2199999999999,138.55499999999998
14339.0,18,15,14,4,289.91,72.4775
14340.0,6,6,6,1,134.7,134.7
14341.0,130,109,48,9,2166.3799999999997,240.70888888888885
14342.0,24,19,7,6,607.7099999999999,101.28499999999998
14344.0,71,56,23,8,889.9300000000002,111.24125000000002
14345.0,6,6,6,1,108.97999999999999,108.97999999999999
14346.0,60,55,43,2,1021.5800000000002,510.7900000000001
14348.0,18,18,18,1,409.57,409.57
14349.0,31,31,31,1,133.50000000000006,133.50000000000006
14350.0,21,19,18,2,258.69999999999993,129.34999999999997
14351.0,1,1,1,1,51.0,51.0
14352.0,47,44,29,4,1078.96,269.74
14353.0,6,6,6,1,90.6,90.6
14354.0,9,9,6,2,163.62,81.81
14355.0,11,11,11,1,174.4,174.4
14356.0,38,36,20,4,666.9399999999998,166.73499999999996
14357.0,41,39,41,1,225.77000000000012,225.77000000000012
14359.0,58,44,28,6,882.58,147.09666666666666
14360.0,118,104,72,4,2128.2299999999996,532.0574999999999
14362.0,41,37,41,1,161.20000000000002,161.20000000000002
14364.0,69,61,13,8,3717.35,464.66875
14367.0,533,270,82,19,9167.82,482.51684210526315
14368.0,8,8,8,1,155.00000000000003,155.00000000000003
14371.0,4,4,4,1,100.5,100.5
14373.0,4,4,4,1,76.55,76.55
14375.0,75,57,75,1,257.67999999999995,257.67999999999995
14377.0,11,11,7,2,617.05,308.525
14379.0,46,39,29,2,348.09999999999997,174.04999999999998
14381.0,56,56,56,1,202.6800000000001,202.6800000000001
14383.0,59,49,27,3,1247.69,415.8966666666667
14385.0,14,13,5,3,202.10999999999999,67.36999999999999
14386.0,7,7,7,1,142.4,142.4
14387.0,140,125,58,3,1770.56,590.1866666666666
14388.0,191,124,30,10,3172.0400000000004,317.20400000000006
14389.0,62,34,26,5,999.7200000000001,199.94400000000002
14390.0,291,135,56,13,4592.47,353.2669230769231
14393.0,5,5,5,1,67.94999999999999,67.94999999999999
14395.0,353,181,75,12,3471.9100000000003,289.3258333333334
14396.0,73,71,39,2,487.98999999999995,243.99499999999998
14397.0,95,18,11,23,2556.6799999999994,111.15999999999997
14400.0,26,25,25,2,559.7,279.85
14401.0,183,113,25,14,4039.9800000000005,288.57000000000005
14403.0,26,17,14,5,1426.31,285.262
14404.0,104,70,26,7,1434.72,204.96
14406.0,8,8,8,1,156.75,156.75
14407.0,76,67,24,9,2111.0800000000004,234.5644444444445
14408.0,107,60,45,7,2606.5299999999997,372.3614285714285
14409.0,55,40,25,7,1908.2500000000002,272.6071428571429
14410.0,287,197,70,15,576.2999999999998,38.41999999999999
14411.0,14,14,14,1,1063.0,1063.0
14412.0,45,43,28,3,761.3299999999999,253.77666666666664
14413.0,23,22,23,1,122.7,122.7
14414.0,98,79,21,8,1485.13,185.64125
14415.0,612,284,115,18,5811.56,322.8644444444445
14416.0,14,13,11,2,490.22,245.11
14418.0,124,114,61,3,1937.25,645.75
14419.0,206,112,49,6,1058.06,176.34333333333333
14420.0,30,29,29,2,385.87,192.935
14421.0,27,25,15,2,813.1099999999999,406.55499999999995
14422.0,222,189,65,6,4263.640000000001,710.6066666666669
14423.0,3,3,3,1,265.2,265.2
14424.0,1,1,1,1,322.08,322.08
14426.0,264,187,53,16,3918.8999999999987,244.93124999999992
14427.0,17,16,16,2,363.34000000000003,181.67000000000002
14428.0,148,108,90,7,1230.1399999999999,175.7342857142857
14431.0,22,17,17,2,397.76,198.88
14434.0,12,3,3,6,1372.8,228.79999999999998
14436.0,9,9,9,1,89.06,89.06
14437.0,6,6,5,2,-43.400000000000006,-21.700000000000003
14438.0,9,9,9,1,131.9,131.9
14440.0,55,33,18,5,2357.6800000000003,471.53600000000006
14441.0,59,45,19,10,1545.14,154.514
14442.0,68,59,33,5,1544.6200000000001,308.92400000000004
14443.0,98,86,28,7,1400.8799999999997,200.12571428571422
14446.0,293,233,100,4,1039.58,259.895
14447.0,70,54,24,5,1163.23,232.64600000000002
14448.0,20,20,18,2,375.35,187.675
14449.0,258,201,104,4,907.0999999999998,226.77499999999995
14450.0,40,32,17,3,483.25,161.08333333333334
14451.0,109,86,57,2,662.5899999999999,331.29499999999996
14452.0,62,55,32,2,264.44000000000005,132.22000000000003
14453.0,22,22,22,1,119.93000000000002,119.93000000000002
14457.0,4,4,4,1,113.64,113.64
14460.0,17,14,9,4,383.34,95.835
14461.0,180,173,102,3,2103.06,701.02
14462.0,246,151,51,15,1965.9,131.06
14463.0,6,6,2,3,529.62,176.54
14465.0,130,107,65,3,1058.62,352.8733333333333
14466.0,72,35,14,7,2272.4,324.62857142857143
14467.0,90,67,30,4,598.76,149.69
14470.0,43,43,35,2,461.18999999999994,230.59499999999997
14472.0,281,153,66,8,1936.8399999999997,242.10499999999996
14473.0,7,7,6,2,234.34000000000003,117.17000000000002
14474.0,30,29,29,2,537.71,268.855
14475.0,47,36,16,6,799.8200000000002,133.30333333333337
14476.0,19,17,19,1,215.7,215.7
14477.0,11,7,4,5,1307.81,261.562
14479.0,18,18,10,2,316.25,158.125
14480.0,13,13,13,1,279.05,279.05
14481.0,30,25,18,2,636.51,318.255
14482.0,144,110,59,6,2068.1499999999996,344.6916666666666
14483.0,10,10,9,2,129.20000000000002,64.60000000000001
14484.0,14,14,14,1,321.91999999999996,321.91999999999996
14485.0,47,44,47,1,165.75000000000003,165.75000000000003
14487.0,145,112,43,7,1183.5800000000002,169.08285714285716
14488.0,49,46,46,2,1047.4300000000003,523.7150000000001
14489.0,30,30,30,1,463.38000000000005,463.38000000000005
14491.0,17,17,13,2,340.93,170.465
14493.0,123,95,29,7,2362.8399999999997,337.5485714285714
14494.0,7,7,7,1,139.56,139.56
14495.0,6,6,4,2,123.8,61.9
14496.0,19,16,14,2,538.81,269.405
14497.0,31,29,29,2,457.4699999999999,228.73499999999996
14498.0,193,162,74,5,1957.3200000000002,391.46400000000006
14499.0,194,146,106,3,815.3199999999999,271.7733333333333
14500.0,7,6,5,3,356.85,118.95
14501.0,12,9,6,3,190.31,63.43666666666667
14503.0,164,113,45,6,3543.26,590.5433333333334
14504.0,107,85,42,4,673.26,168.315
14507.0,98,79,28,7,1368.1800000000003,195.45428571428576
14508.0,57,52,33,2,276.41999999999996,138.20999999999998
14511.0,71,53,19,6,1267.4099999999999,211.23499999999999
14512.0,23,19,14,2,275.28,137.64
14513.0,18,11,7,4,438.49,109.6225
14514.0,73,65,34,3,1055.35,351.7833333333333
14515.0,101,68,35,6,2102.09,350.34833333333336
14517.0,18,17,14,2,330.45000000000005,165.22500000000002
14518.0,16,16,16,1,174.37,174.37
14520.0,4,3,3,2,270.6,135.3
14522.0,17,15,8,4,974.54,243.635
14523.0,12,12,12,1,241.09000000000003,241.09000000000003
14524.0,203,161,42,9,1867.68,207.52
14525.0,298,218,98,13,4221.370000000001,324.7207692307693
14528.0,18,18,18,1,364.22,364.22
14529.0,229,177,99,3,620.04,206.67999999999998
14530.0,216,140,45,6,2925.9099999999994,487.6516666666666
14532.0,64,45,21,4,932.8499999999999,233.21249999999998
14533.0,65,53,16,9,1812.6200000000006,201.4022222222223
14536.0,19,18,19,1,171.8,171.8
14537.0,10,10,10,1,355.5600000000001,355.5600000000001
14538.0,19,19,16,2,388.24999999999994,194.12499999999997
14539.0,32,31,25,2,537.48,268.74
14540.0,76,64,50,3,996.26,332.08666666666664
14541.0,111,71,50,8,1461.65,182.70625
14542.0,5,5,5,1,103.25000000000001,103.25000000000001
14543.0,107,43,12,21,2916.1700000000005,138.8652380952381
14544.0,114,97,57,2,2024.4500000000003,1012.2250000000001
14547.0,367,198,90,9,3986.739999999999,442.971111111111
14548.0,4,2,2,2,652.8,326.4
14549.0,56,56,56,1,289.2399999999999,289.2399999999999
14550.0,48,38,26,2,765.6199999999999,382.80999999999995
14551.0,10,9,7,2,186.23000000000002,93.11500000000001
14552.0,58,57,58,1,165.07000000000005,165.07000000000005
14553.0,113,103,34,5,859.2699999999999,171.85399999999998
14555.0,21,18,16,2,324.14000000000004,162.07000000000002
14557.0,32,16,16,2,0.0,0.0
14560.0,76,39,14,24,2174.1800000000007,90.59083333333336
14561.0,69,67,33,3,1080.7599999999998,360.2533333333333
14562.0,446,189,47,22,4709.219999999998,214.05545454545447
14565.0,129,111,54,6,3073.77,512.295
